,Company,Level,Location,Salary,Title
1,        Accenture,mid_level,"San Francisco, CA 94103 (South Of Market area)",85000,Vendor Management Analyst (Telecommunications)
2,        Big Fish Games,mid_level,"San Francisco, CA",85000,Data Analyst
3,        Dropbox,mid_level,"San Francisco, CA",85000,Data Analyst - Growth
4,        Twitter,mid_level,"San Francisco, CA",85000,"People Analyst, Reporting & Insights"
5,        Eaze,mid_level,"San Francisco, CA",85000,Data Analyst
6,        PAX Labs,mid_level,"San Francisco, CA",85000,Data Analyst
7,        Vim,mid_level,"San Francisco, CA",85000,Data Analyst
8,        Twitch,mid_level,"San Francisco, CA",85000,"Data Analyst, Viewer Engagement"
9,        GSN Games,mid_level,"San Francisco, CA",85000,"Senior Data Analyst, Central Analytics"
10,        Chime,mid_level,"San Bruno, CA",85000,Data Analyst
11,        Glu Mobile,mid_level,"San Francisco, CA 94103 (South Of Market area)",85000,Data Analyst
12,        MoneyLion,mid_level,"San Francisco, CA 94103 (South Of Market area)",85000,Data Analyst
13,        Google,mid_level,"San Francisco, CA 94118 (Inner Richmond area)",85000,"Product Analyst, Data Science"
14,        Square,mid_level,"San Francisco, CA 94102 (Downtown area)",85000,"Data Analyst, Square Capital"
15,        Square,mid_level,"San Francisco, CA",85000,"Analyst, Risk Strategy & Analytics"
16,        Sutter Health,mid_level,"San Francisco, CA 94103 (South Of Market area)",85000,Outcomes Data Analyst - Cancer Services
17,        Dropbox,mid_level,"San Francisco, CA 94124 (Bayview area)",85000,Product Analyst
18,        Twitch,mid_level,"San Francisco, CA",85000,"Data Analyst, Advertising"
19,        Scoot Networks,mid_level,"San Francisco, CA 94110 (Mission area)",85000,Data Analyst
20,        Imperfect Produce,mid_level,"San Francisco, CA",85000,Data Analyst
21,        University of California San Francisco Medical Cen...,mid_level,"San Francisco, CA 94103 (South Of Market area)",85000,Improvement Data Analyst
22,        Madison Reed,mid_level,"San Francisco, CA",85000,Data Analyst
23,        Wish,mid_level,"San Francisco, CA 94107 (South Of Market area)",85000,Data Analyst
24,        Uber,mid_level,"San Francisco, CA",85000,"Strategy and Operations Analyst, Greenlight"
25,        Figure,mid_level,"San Francisco, CA",85000,Data Analyst
26,        Uber,mid_level,"San Francisco, CA 94102 (Downtown area)",85000,Data Analyst - Aviation
27,        Funding Circle US,mid_level,"San Francisco, CA 94103 (South Of Market area)",85000,"Data Analyst, Product"
28,        Factspan Inc,mid_level,"San Francisco, CA",85000,Data Analyst @ San Francisco
29,        Dropbox,mid_level,"San Francisco, CA 94107 (South Of Market area)",85000,Digital Marketing Optimization Analyst
30,        Wish,mid_level,"San Francisco, CA",85000,Risk Data Analyst
31,        Splunk,mid_level,"San Francisco, CA",85000,Operations Analyst
32,        Hearsay Social,mid_level,"San Francisco, CA 94103 (South Of Market area)",85000,Sr. Data Analyst/Data Analyst
33,        singular,mid_level,"San Francisco, CA",85000,Data Analyst
34,        Twitch,mid_level,"Alameda, CA",85000,"Data Analyst, Business Operations & International"
35,        Twitter,mid_level,"San Francisco, CA 94103 (South Of Market area)",85000,"Support Experience, CX Analyst"
36,        Slack,mid_level,"San Francisco, CA 94124 (Bayview area)",85000,"Data Scientist, Analytics"
37,        The North Face,mid_level,"San Francisco, CA 94107 (South Of Market area)",85000,The North Face: Forecasting Analyst
38,        Pinterest,mid_level,"San Francisco, CA",85000,"Data Scientist, Experimentation (Statistics)"
39,        City & County of San Francisco,mid_level,"San Jose, CA 95134 (North San Jose area)",85000,Administrative Analyst
40,        Numerator,mid_level,"San Francisco, CA",85000,Data Services Analyst
41,        Averna,mid_level,"Menlo Park, CA",85000,"Data Analyst - San Francisco Bay, California"
42,"        Triu Tek, Inc.",mid_level,"San Francisco, CA 94105 (Financial District area)",85000,Data Analyst
43,        Zeta Global,mid_level,"San Francisco, CA 94104 (Financial District area)",85000,Data Analyst
44,        Facebook,mid_level,"San Francisco, CA",85000,"Data Analyst, Customer Operations"
45,        Optimizely,mid_level,"San Francisco, CA",85000,Senior Data Analyst
46,        Fundbox,mid_level,"San Francisco, CA 94103 (South Of Market area)",85000,Data Analyst
47,        Common Sense Media Inc.,mid_level,"San Francisco, CA",85000,Data Analyst
48,        Tradeshift,mid_level,"San Jose, CA 95134 (North San Jose area)",85000,Financial analyst and reporting specialist
49,        Twitter,mid_level,"San Francisco, CA 94105 (Financial District area)",85000,Quantitative Analyst Revenue Forecasting
50,        University of California San Francisco Medical Cen...,,,,Data Governance Analyst
51,"        Del Oro Consulting, Inc.",,,,Data Analyst with Tableau / SQL
52,        Autodesk,,,,Data Analyst
53,        Wells Fargo,,,,Data Integrity Consultant 3/ Data Domain Analyst
54,        The RealReal,,,,Senior Marketing Analyst
55,        Lore IO,,,,Business Analyst & Solution Engineers
0,        Doctor On Demand,senior_level,"San Francisco, CA 94102 (Downtown area)",85000,Senior Data Analyst
1,        Google,senior_level,"San Francisco, CA 94111 (Financial District area)",85000,People Partner
2,        Prosper,senior_level,"San Francisco, CA",85000,Senior Data Scientist
3,        University of California San Francisco Medical Center,senior_level,"Mountain View, CA",85000,Sr. Financial Analyst - Health Finance PMO (DECISION SUPP SP...
4,        Lawrence Berkeley National Laboratory,senior_level,"San Ramon, CA",85000,"Business Systems Analyst (Environment, Health, and Safety)"
5,        SQA Solution Agency,senior_level,"San Francisco, CA 94107 (South Of Market area)",85000,Business Systems Analyst III
6,        Lawrence Berkeley National Laboratory,senior_level,"San Francisco, CA",85000,Senior Financial Analyst
7,        Rocksbox,senior_level,"San Francisco, CA",85000,Senior Data Analyst
8,        Doctor On Demand,senior_level,"San Francisco, CA 94111 (Financial District area)",85000,Senior Data Analyst
9,        Insikt,senior_level,"San Francisco, CA 94105 (Financial District area)",85000,Senior Data Analyst/ Data Analyst
10,        Google,senior_level,"San Francisco, CA 94103 (South Of Market area)",85000,Global Programs Analyst
11,        Plexova,senior_level,"San Francisco, CA",85000,Sr. Data Analyst
12,        HouseCanary,senior_level,"San Francisco, CA 94111 (Financial District area)",85000,Senior Data Analyst
13,"        SquareTwo, Inc.",senior_level,"San Francisco, CA",85000,"Senior Analyst, Analytics"
14,        The Mice Groups,senior_level,"San Francisco, CA",85000,"Senior Data Analyst, Marketing"
15,"        Williams-Sonoma, Inc.",senior_level,"San Francisco, CA 94111 (Financial District area)",85000,"Sr. Data Analyst, Marketing Operations"
16,        Salesforce,senior_level,"South San Francisco, CA",85000,"Analyst/Sr. Analyst, Sales Strategy & Operations - Mulesoft"
17,        Pinterest,senior_level,"Fremont, CA",85000,Head of Partner Insights & Analytics
18,        Cruise Automation,senior_level,"San Francisco, CA 94111 (Financial District area)",85000,"Senior Manager, Data Analytics"
19,        Levi Strauss & Co.,senior_level,"San Francisco, CA",85000,"Senior Analyst, Strategy, Global Direct to Consumer"
20,        Bank of the West,senior_level,"San Mateo, CA",85000,Sr Data Analyst
21,        Splunk,senior_level,"San Mateo, CA",85000,Senior Business Data Analyst
22,        BNP Paribas,senior_level,"San Francisco, CA 94103 (South Of Market area)",85000,Sr Data Analyst
23,        Genentech,senior_level,"San Francisco, CA",85000,"Data Scientist, Work Environment Analytics"
24,        Tesla,senior_level,"Sunnyvale, CA",85000,"Sr Analyst, BusOps"
25,"        Williams-Sonoma, Inc.",senior_level,"Oakland, CA",85000,Sr. Data Scientist
26,        ADIKTEEV,senior_level,"San Francisco, CA 94102 (Downtown area)",85000,Senior Data Analyst - Campaign Strategist
27,        Snowflake Computing,senior_level,"San Francisco, CA",85000,Sr. Sales Strategy Analyst
28,        Fanatics Inc.,senior_level,"San Francisco, CA 94107 (South Of Market area)",85000,"Sr. Analyst, Business Analytics"
29,        Twitter,senior_level,"San Francisco, CA 94105 (Financial District area)",85000,Sr. Data Scientist
30,        PagerDuty,senior_level,"Los Gatos, CA",85000,"Senior Data Engineer, Analytics"
31,        EPAM Systems,senior_level,"San Francisco, CA 94105 (Financial District area)",85000,Senior Data Analyst
32,        Stockwell,senior_level,"San Francisco, CA",85000,Senior Data Analyst
33,        Zillow Group,senior_level,"Redwood City, CA",85000,Senior Quantitative Analyst
34,        Instacart,senior_level,"San Jose, CA",85000,"Sr. Analyst, Retail Insights"
35,        tunein,senior_level,"Oakland, CA",85000,"Senior Analyst, Business"
36,        Blue Shield of California,senior_level,"San Francisco, CA 94103 (South Of Market area)",85000,"Translational Analyst - Healthcare & Community Health, Princ..."
37,        Netflix,senior_level,"San Francisco, CA",85000,"Senior Data Scientist, Customer Experience"
38,        Federal Reserve Bank of San Francisco,senior_level,"San Francisco, CA 94122 (Outer Sunset area)",85000,Senior Financial Analyst
39,        Discord,senior_level,"San Francisco, CA",85000,Senior Data Analyst
40,        Carrot Inc.,senior_level,"San Francisco, CA",85000,Senior Data Analyst
41,        IT America,senior_level,"San Francisco, CA",85000,Senior Data Analyst (F2F Interview)
42,        Kaiser Permanente,senior_level,"San Bruno, CA",85000,Senior Financial Analyst
43,        Twitter,senior_level,"San Francisco, CA",85000,Senior Business Intelligence Manager
44,        NerdWallet,senior_level,"San Francisco, CA 94105 (Financial District area)",85000,"Senior Analyst, Business Analytics"
45,        Whistle,senior_level,"Sunnyvale, CA",85000,Data & Business Insights Lead
46,        One Medical,senior_level,"San Francisco, CA",85000,"Senior Analyst, Client Analytics"
47,        Chartio,senior_level,"Sunnyvale, CA",85000,Head of The Data School
48,        Flexport,senior_level,"San Francisco, CA 94105 (Financial District area)",85000,Head of Data
49,        Google,senior_level,"San Francisco, CA 94107 (South Of Market area)",85000,"Product Analytics Lead, Data Science"
50,        Funding Circle US,,,,Senior Financial Operations Analyst
51,        Uber,,,,"Sr. Equity Plan Analyst, Global Compliance & Administration"
52,        Google,,,,Business Systems Analyst
53,        University of California San Francisco Medical Cen...,,,,Sr. Financial Analyst
54,        Google,,,,"Systems Analyst, Lifecycle Technology Management"
55,        Salesforce,,,,Senior Product Analyst
56,        Splunk,,,,Senior Sales Operations Analyst
0,        Lumentum Operations LLC,entry_level,"San Francisco, CA 94107 (South Of Market area)",100000,Data Scientist Intern
1,        Blue Owl,entry_level,"San Francisco, CA 94103 (South Of Market area)",100000,Security Analyst
2,        eBay Inc.,entry_level,"San Francisco, CA",100000,"Data Scientist, Product analytics"
3,        Blue Owl,entry_level,"Cupertino, CA",100000,Data Scientist - Insurance
4,        Creative Circle,entry_level,"San Jose, CA",100000,Business Analyst
5,        the San Francisco Giants,entry_level,"San Francisco, CA",100000,Sports Science Analyst
6,        RiskIQ,entry_level,"San Francisco, CA 94107 (South Of Market area)",100000,Data Scientist (San Francisco or Kansas City)
7,        FocusKPI Inc.,entry_level,"San Francisco Bay Area, CA",100000,Data Analyst
8,"        Security Industry Specialists, Inc.",entry_level,"San Francisco, CA",100000,Investigations Analyst
9,        Insistent technologies & consulting,entry_level,"San Francisco, CA",100000,Business Analyst (Analytics)
10,        Plato HQ,entry_level,"San Francisco, CA",100000,Data Analyst / Scientist [Full-time or intern)]
11,        Paypal,entry_level,"San Francisco, CA",100000,Data Scientist 1
12,        R2 Global AI,entry_level,"Palo Alto, CA 94301 (Professorville area)",100000,Principle NLP Data Scientist
13,        Gigster,entry_level,"San Francisco, CA 94105 (Financial District area)",100000,Data Scientist
14,        Lennon Wright Associates,entry_level,"San Francisco, CA",100000,Data Scientist
15,        Komodo Health,entry_level,"San Francisco, CA 94110 (Mission area)",100000,"Business Analyst, Office of the CEO and President"
16,        Blue Owl,entry_level,"San Francisco, CA",100000,Data Scientist - Insurance
17,        Criteo,entry_level,"Palo Alto, CA 94301 (Professorville area)",100000,"Data Analyst, Product Analytics & Data Science"
18,        Esurance,entry_level,"San Francisco, CA 94103 (South Of Market area)",100000,Data Scientist
19,        Skillz Inc.,entry_level,"Oakland, CA",100000,Product Analyst
20,        Earnest,entry_level,"San Francisco, CA",100000,Portfolio Quantitative Analyst
21,        Lennon Wright Associates,entry_level,"San Francisco, CA",100000,Data Scientist - AI - San Francisco
22,        Criteo,entry_level,"San Francisco, CA",100000,"Data Analyst, Product Analytics & Data Science, Product"
23,        Uber,entry_level,"San Francisco, CA 94103 (South Of Market area)",100000,Data Analyst - Strategic Finance
24,        EBMUD,entry_level,"San Francisco, CA",100000,Human Resources Analyst II (Recruitment and Classification)
25,        Varo Money,entry_level,"San Francisco, CA",100000,Data Scientist
26,        Lennon Wright Associates,entry_level,"San Francisco, CA",100000,Data Scientist Engineer
27,        Paradigm,entry_level,"Sunnyvale, CA 94089",100000,Data Scientist
28,        Pinterest,entry_level,"San Francisco, CA",100000,"Product Analyst, Ads Quality"
29,        Blue Owl,entry_level,"San Francisco, CA 94107 (South Of Market area)",100000,Security Analyst
30,        Nextdoor,entry_level,"San Francisco, CA",100000,Data Scientist - Intern
31,        N3TWORK,entry_level,"San Francisco, CA 94105 (Financial District area)",100000,Quantitative Advertising Analyst
32,        Proofpoint,entry_level,"San Francisco, CA 94103 (South Of Market area)",100000,Data Scientist - New College Grad
